datetime,eps_y0,eps_y1,growth_pct,source
2026-07-25 20:18,7.3025,12.776,74.95,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-25 22:04,7.3025,12.776,74.95,yfinance 分析師共識 (抓取 2026-07-25)
2026-07-26 23:41,7.3025,12.776,74.95,yfinance 分析師共識 (抓取 2026-07-26)
2026-07-29 16:11,7.3025,12.776,74.95,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-29 23:01,7.3025,12.776,74.95,yfinance 分析師共識 (抓取 2026-07-29)
2026-07-30 09:28,7.3025,12.776,74.95,yfinance 分析師共識 (抓取 2026-07-30)
2026-07-31 09:36,7.3025,12.776,74.95,yfinance 分析師共識 (抓取 2026-07-31)
2026-07-31 21:16,7.3025,12.776,74.95,yfinance 分析師共識 (抓取 2026-07-31)
2026-08-03 10:23,7.3025,12.776,74.95,yfinance 分析師共識 (抓取 2026-08-03)
2026-08-04 09:32,7.3025,12.776,74.95,yfinance 分析師共識 (抓取 2026-08-04)
2026-08-05 09:31,7.3025,12.776,74.95,yfinance 分析師共識 (抓取 2026-08-05)
2026-08-06 10:23,7.3025,12.776,74.95,yfinance 分析師共識 (抓取 2026-08-06)
2026-08-07 08:07,7.3025,12.776,74.95,yfinance 分析師共識 (抓取 2026-08-07)
2026-08-20 15:54,7.385,13.35833,80.88,yfinance 分析師共識 (抓取 2026-08-20)
2026-08-21 15:55,7.385,13.365,80.97,yfinance 分析師共識 (抓取 2026-08-21)
2026-08-24 16:05,7.385,13.365,80.97,yfinance 分析師共識 (抓取 2026-08-24)
2026-08-26 23:06,7.385,13.365,80.97,yfinance 分析師共識 (抓取 2026-08-26)
2026-08-28 02:18,7.385,13.365,80.97,yfinance 分析師共識 (抓取 2026-08-27)
2026-08-29 03:27,7.385,13.365,80.97,yfinance 分析師共識 (抓取 2026-08-28)
2026-08-31 23:05,7.385,13.365,80.97,yfinance 分析師共識 (抓取 2026-08-31)
2026-09-01 20:35,7.385,13.365,80.97,yfinance 分析師共識 (抓取 2026-09-01)
